cartesian
"-1645926.6062200938,5405982.667334085"
"-2597858.173023541,5241411.234914496"
"-2422824.6869750186,4857778.31005743"
"-2330811.990171334,5142301.579213562"
"4852609.734185508,-315224.526570142"
"-2061989.9717056612,5185793.178093711"
"-2920070.834629703,4779697.328275388"
"-2250343.47512879,4617303.089305153"
"-1374212.1625118465,5593567.534101793"
"1756573.3414928855,5685107.560763941"
"3809362.181669603,3732578.757555787"
"-2610312.902982234,4449170.627261099"
"-1521010.0980942163,6192443.866543983"
"-632319.219717564,-5329527.691888232"
"-1641271.0528628295,5207126.230335275"
"-2410744.8912022137,4737831.626832772"
"-2040097.7043298662,5010827.575941357"
"1255136.8537677373,-4728408.007770126"
"4728699.440901858,2865133.4059866737"
"5104748.927433699,3821230.688488123"
"-2110081.9786791406,4765015.692987812"
"4114526.239987565,2656715.940624944"
"-2345855.685910741,4587974.756377249"
"-2029058.4643475453,5529496.748098992"
"-2247067.954513529,4544499.622712721"
"-520297.435514984,-5515576.719080112"
"515898.09607641405,-5282801.371260918"
"-2103107.853485434,5313117.408634724"
"-654320.3665452738,6072472.606191511"
"851116.8455330428,-4536210.562728142"
"-2638988.376083165,3504498.6323681762"
"1116624.2183757073,-4842916.2412802195"
"-2418237.593139851,3591779.773003426"
"-2758996.764685489,4846977.411537317"
"2764059.209459044,1616266.7156163172"
"-2631492.0450512455,5233482.035733822"
"-4646261.64922407,2553311.3953532837"
"-1753778.6117689172,4961212.141108199"
"-2510061.090646427,4664985.185931523"
"-1378166.4765632972,-5808541.078168522"
"-2777938.2724568984,4694169.995720264"
"-2804701.1299314233,4999615.536460919"
"-1344268.4765127404,5508393.973701268"
"-2855654.1164892544,4652764.421327598"
"4319221.902107871,-4162568.088481813"
"-2695750.5352288187,5143107.510414048"
"-2305343.685603403,4774317.726586167"
"-4130872.6698424,2896434.7284291983"
"-2444843.487164037,5037820.416156399"
"-1691550.6917449841,4992678.955847624"
"-2684595.02926996,4668653.845392646"
"-2445686.2846587286,5835783.869642199"
"6334999.781174135,-445952.99877781945"
"-1931700.9469154575,5319086.885327356"
"-2399025.1207332183,5149582.465236252"
"-1385288.5797640402,5265987.224943541"
"-2219572.4482894028,5006154.916990215"
"-2812724.5697668483,4759222.910951002"
"4732928.624692959,2723390.620856141"
"-1873553.478869121,4881282.957583772"
"-2100195.239226207,4876622.214512885"
"-2426040.509762149,5344407.45161987"
"-2591970.5024178736,4650527.563712333"
"-2562764.504982564,4589269.289801907"
"-2247626.7114413306,5288223.712451502"
"-2000749.5774850675,5413577.677244141"
"-2430751.236888122,4983315.023261069"
"-2499947.0441015842,4899380.853908053"
"1531137.900972986,-4468168.60014821"
"-2161147.3717211783,4777448.533214923"
"-2310064.5226433184,5420247.676761802"
"-2710006.261141092,4699701.143479446"
"4789156.456559397,182047.1640253404"
"-2742940.582944991,4697122.60426448"
"-2405001.690938329,4513700.526668857"
"-2804999.817975811,4714780.804733075"
"-2604370.4355517146,4233343.723890011"
"-2189082.2971753376,4551422.754365932"
"-2660209.132095655,3577628.7572418214"
"-2649410.122747741,4694988.001311833"
"-1414286.278014595,5414030.766892668"
"5054121.829079684,2692033.089467388"
"-2129896.3629871733,5184638.914430705"
"-2560586.5071225315,5222400.097229467"
"-2286161.5297517492,4137567.482030827"
"5271027.430016698,-705177.9968569694"
"-1640966.7524496412,5466922.950989049"
"-2213760.6118306774,4401458.215108273"
"-2033987.6647892706,4385638.872692962"
"4453181.7918503815,2282575.6414719955"
"-1892131.14461187,4801316.640709937"
"-2873587.027491181,4848130.035470152"
"-1028544.1334998359,-5659712.79017043"
"-1487943.9448116615,5386923.631229261"
"-2137156.995648795,4840983.32815557"
"-1442644.2700984455,5360251.917401446"
"-2000442.028217214,-4929184.556456653"
"-1395447.7885168097,5342029.507318733"
"-2243941.908853533,5426272.912923152"
"-1991973.9550975738,5114344.124088566"
"-1969969.1775712925,5529506.415998646"
"-2734081.2004343746,5124374.549853506"
"-2559128.005208571,4750532.002413922"
"-2502541.3770230184,5050696.094018024"
"-2218593.977077639,5189645.359502206"
"4386144.102101384,3178925.444604266"
"4601279.024608192,3749075.6710517933"
"-2116028.204950443,5238037.928677778"
"-1358533.0685111014,5293054.521805438"
"-2288225.456530437,5377486.359152839"
"-2590331.1496798126,4798280.812157942"
"-1969953.6949590999,5529493.48486576"
"-2302969.4407645813,-3639504.948473209"
"-2383292.577313326,4479963.293386563"
"-3964018.3913325127,3369673.459649677"
"-1934256.2384573703,5484032.201432811"
"-1556420.1630630926,5035727.336286385"
"-1574998.5581416169,5271933.346233927"
"-1566414.5969081323,5115208.140275616"
"1870790.8408798699,4916050.096079211"
"-2423106.8130487725,4644843.826021627"
"3783869.8763426994,900279.5601765027"
"-2620507.7611775026,4036847.5001424295"
"-1234085.0589074364,5012283.589398101"
"-2258982.7266377886,4260683.997315086"
"-2708611.7003661077,-4261017.281494033"
"-2192192.9963082434,4694753.664796614"
"-1476568.698690384,5297862.437994821"
"-2057270.7303042726,4792947.330981394"
"-2462027.4093916295,4759263.328014876"
"1267032.699619979,-4294407.227542008"
"566657.1090623838,-4684247.185092737"
"-1668712.849743571,5590671.111860339"
"-3290459.5043704216,4057540.3559564"
"5107601.784721533,272916.5631803787"
"-1425281.1682578782,5060054.319998394"
"-1932590.1103837786,4655914.012782774"
"-1907050.2417450568,5026819.249308537"
"896028.2251444008,5623626.618501375"
"-2421528.3094412666,4119385.36655424"
"-1799956.1110378364,5511858.7415306885"
"-1320121.936283814,5391835.944818088"
"-1693470.275446009,4719606.007132347"
"-2629757.6009436306,3845787.899749912"
"-2336111.4099149574,5411386.243688792"
"-2021555.727524832,4740158.807486603"
"-2445713.1061681607,-4774717.918801674"
"1585649.3485467318,5212117.69895842"
"2739352.585555832,-5422408.467294524"
"-2417949.695138515,4258420.313687453"
"-1563252.7445632902,5192182.73753494"
"-2656204.303776732,4703421.473690677"
"192006.67793428784,4605153.587296444"
"-2468879.838811753,3910819.936261869"
"-2440107.252163498,5307052.229406549"
"-1857042.0002042335,5336146.546460414"
"-1889413.7988988764,5608871.031948675"
"1389637.9795519973,5518803.452647923"
"-1932852.2947779796,4615359.275594691"
"4913905.62409895,3941979.351081705"
"-1321480.976664251,5364704.321741419"
"4117025.993143986,-4553654.151767467"
"2603678.1510953424,4438607.400516429"
"-2487785.3831347646,4119300.9697030545"
"-2631457.1828740817,3925412.003203477"
"-2318661.963049083,5309051.2281424645"
"3723527.5988263334,4132494.521449381"
"-2517718.3280169615,5318320.061248132"
"-257679.47614635542,-4513108.089962056"
"3505457.410027149,2066817.571896357"
"4410470.953119474,4288995.591438767"
"-3182180.5148347607,5289072.310283602"
"-1311356.595925817,5024918.600088946"
"-3025620.896617204,4066790.7139094984"
"4265037.591883085,2370643.7763363104"
"-2810012.3235235214,4963303.980519973"
"741002.2663740515,-5587097.286502559"
"-2518658.8276122124,3595948.855537749"
"3890589.4800488516,-129234.09170971272"
"-2794996.909804409,5040170.861144154"
"-2747644.8877683263,4740737.066671521"
"4864310.68151486,-3870744.691397675"
"-2127694.267310954,5452557.204270055"
"-2198230.5081946277,5198168.786599601"
"-1260434.8432487198,-4745093.70470682"
"4642533.615987009,1027762.851144483"
"2276978.5315965354,-5677758.837671637"
"-2897191.7923580236,4027417.4108330095"
"6170855.915757092,924079.4684711278"
"-2970067.6061013425,5008792.9597613"
"5182397.217995221,3296835.4650022476"
"-1417951.1238469474,5380225.110159238"
"-2900258.9823098658,3505848.247035109"
"-2481901.754694437,4157190.7051875917"
"-2971951.883909169,5085886.108240887"
"1119535.3230717205,-6274442.223029828"
"-2557179.6849693614,4532138.920276461"
"3801016.120132771,-149030.05061818342"
"959553.3323211087,5632023.51537403"
"-1644117.2205827418,4558097.834923637"
"-3023713.0666298484,4928090.3704513945"
"-2693347.337260846,5028802.503541995"
"-2619761.190613403,5224707.53821577"
"-2626204.865108717,5148795.508208002"
"6310643.456094245,432064.45894245646"
"-1784460.9439095045,4492617.919665194"
"4075522.734582983,4450989.058277252"
"-1408702.4061437924,5132100.400156655"
"-2692280.337064044,4291862.60546907"
"-188748.0499814113,5899470.095642407"
"2080288.8503556072,-5682597.346188429"
"-2633557.9517878946,4799984.670001704"
"-2654279.3779149363,5070656.7478354"
"1339833.9786022499,-4657091.273637876"
"-2215015.927610863,5492649.1069708755"
"1579529.8329283586,-6140648.901265584"
"-2205063.575411592,5448057.5578473015"
"-5047177.462543104,2568548.1843063645"
"-920760.2899098499,5704500.104823746"
"3284718.2829678264,4745398.877997479"
"-2164349.6713824673,4858721.132290348"
"-1570841.8834174143,4939952.585390061"
"746048.2829917845,5728596.659540518"
"-1470735.225381628,5183721.414207938"
"1484152.9397810157,-6191319.120536154"
"-2334445.3542193156,4998806.547421209"
"-3228376.4451564536,4044117.3230733755"
"4979190.70337939,-3964530.5474205497"
"-56585.82573700543,-6172959.232225293"
"6235625.32706898,1270703.8439588367"
"6271356.679957504,1071982.6288260987"
"-2743602.179325696,3701006.559918801"
"-2479816.9906336623,4154983.7633379144"
"-1021980.8121418641,5744858.95595441"
"4390712.88446243,2606558.4979800005"
"1698816.853829541,4487898.229992504"
"-1910971.672975678,6036316.121394393"
"1127018.7294217197,5843242.708240776"
"-2446329.4903581203,4797796.496714371"
"-2758332.2119807,4030962.470039075"
"-1806621.7031545553,4984104.558873094"
"-1853835.3741592108,6063622.287807184"
"1220151.5201910054,5466127.372809298"
"-2446609.703926976,-4794850.662412029"
"-2832382.9785751603,3332125.2960832138"
"6347825.28853415,-20717.88801763119"
"-1262679.8043498592,5675326.736227811"
"-1571502.9469476466,5504404.694127984"
"-2278016.332345688,-3494469.9975589486"
"-1815029.4867847352,6076037.128430104"
"4252432.096824816,2707501.8741292087"
"1350169.527269554,-4646587.498598575"
"-2583853.802922825,4098377.27027899"
"4161009.868435537,2948885.823450864"
"-959143.5057113065,6292487.9795250725"
"-1896219.0910204651,4890010.335748118"
"1439209.596798002,5707467.842966078"
"-2579738.045003007,4778997.545926198"
"-1491482.7858474874,4977082.887751916"
"-2697245.2851196392,4890831.86624221"
"3138793.903052687,3718892.9444984277"
"-1523688.4415472895,5268587.152691603"
"-2386927.9906971087,4727569.3192596985"
"-1046177.5787786352,5017086.399224436"
"5203344.977524608,3132940.693349049"
"-1710239.1309259885,4833238.783853756"
"780276.1272166912,-5816069.837374375"
"-1609135.5234010713,6038667.95646701"
"-3447842.882394258,4048810.1186044947"
"4480159.256785347,4534044.579839719"
"-2018739.6351148,4791081.978452989"
"-2583899.539264393,5260769.455837407"
"-2798998.1931387843,4864325.58272007"
"-2771065.4122375753,5086886.533669488"
"-2437295.057430539,-4703063.475341045"
"1144076.2656708974,-4807688.969700117"
"-1710774.4315160587,5714372.455156831"
"-2198396.79337786,-4658022.696257355"
"-1924411.8110230183,5515833.784797548"
"1548774.7254024106,5087369.043830501"
"6332560.534014759,-178731.6385247605"
"-2414383.9965510154,-3768018.447056024"
"1706432.3093894175,5651976.489323794"
"-2362600.3972997684,4874479.23514389"
"-823896.2701453819,-5496215.727479325"
"707244.7736320905,6035669.453426371"
"1473252.0299612922,5200576.121943751"
"4048869.3898544414,3093724.846669941"
"-2652392.526880701,3948411.913187799"
"-21340.482477423262,-4988625.541810985"
"6163957.551603356,-865432.0468196688"
"1270528.6737910395,-6250264.0169734135"
"3338619.6708899266,1742554.905202562"
"-2286434.7154253116,5171813.2406809265"
"-1760783.091801602,5630130.646152662"
"3966825.4698285833,3188463.5520535237"
"5863822.025819926,2422737.883336794"
"1679575.5431124142,5019722.169490801"
"-3645229.454315311,2914701.3844320932"
"-2134261.440941367,5404910.64762497"
"-2946553.0735944933,3393806.4093099916"
"2457397.438184691,-5770578.837254026"
"-2490293.901739809,4040232.0368636893"
"4107174.7767807636,3111869.881094757"
"1054601.16305653,4531878.503139731"
"3981645.0562309115,3358799.3294969965"
"4085781.054630745,1200426.6362475106"
"3773848.5650346302,-102064.60963020258"
"-2606718.039755451,-4259064.760618221"
"5028500.105701615,3521752.3370796894"
"-2953677.136753227,5078329.550158435"
"-2360991.904991818,5412386.087298362"
"4099623.021816813,2006903.112745018"
"-1101688.558196003,4915411.565615339"
"1277357.2627645214,5722401.999516339"
"3760665.487146483,-4367842.129158657"
"1753291.31465438,5231264.93018869"
"-1933028.1721060695,4488441.1988035375"
"3088830.1259371834,-4873475.881191835"
"1590053.776752722,4999523.7225088095"
"3739924.714303933,659449.6329501809"
"5049932.002818225,3895996.3533108956"
"6135631.741561037,1676596.8646165617"
"845106.7211725715,-5546685.943006478"
"4208112.862226903,2904793.2248730278"
"-3747135.1805894203,3648143.974810817"
"3182825.2471665298,-5516527.706225411"
"-2627407.232491387,4018588.381431861"
"-1256452.8270897837,4973994.442138297"
"-2680469.497144864,-4314977.945577827"
"3655021.2147480906,1405469.0303973318"
"-2416500.613939159,4456815.632167165"
"5543403.013612964,2880562.5115674096"
"-2081869.1392263304,5621991.694745454"
"4290617.372166673,3150838.016506877"
"-2544008.0330266105,4632626.675568984"
"4024887.2412682436,304985.36296460766"
"3334220.967384227,4216935.95780859"
"4080809.2771701477,1408386.56798943"
"-2487291.198128896,3242836.755339395"
"5415867.732984784,2914108.416393945"
"2125622.0152078005,5360042.211502366"
"3846316.8077620496,3254615.121683525"
"1685473.394614426,5806392.340993421"
"-1884597.451610476,4565770.248880614"
"692464.310736097,-4735329.534805316"
"846125.0329679184,-4786984.9406750025"
"487442.15311165375,5734450.99092028"
"3753453.2505493397,3514472.030218564"
"-743444.744821281,-5461159.334615257"
"-1730464.5842592935,5201968.454854436"
"4561979.302296234,3804419.889303691"
"6111766.445501797,-1491266.8469083325"
"5374330.089187066,3434530.122155195"
"-946461.6916225754,-5935488.852505364"
"474241.2858915758,-4930686.327928709"
"-3119891.6404832783,5533843.961319689"
"-2804938.910825573,4672523.7661817325"
"1339098.165014299,5311003.689153601"
"3664357.04132285,-106054.35424518769"
"-1834476.05005767,6067465.577827794"
"-2998574.7427231143,4947960.585720461"
"-393401.8207726904,-4939016.785419526"
"6229089.28441993,-166954.88699288404"
"-3684842.3911900404,5146933.390732569"
"1335817.5823281063,-4648198.763122097"
"-2208663.9236607812,5933624.143521545"
"-1396940.2509923924,4800355.757640275"
"-3175790.080724204,5292367.17423106"
"451761.3284594032,3635595.812321958"
"-2384335.4210850825,4649390.457944116"
"1178543.0725925514,5554141.76857241"
"3258518.05356214,4022714.303968188"
"329943.6968058283,-4897477.630838164"
"-2544955.2141107665,4951182.056578865"
"-858538.6882210585,-5970171.628223615"
"1745050.1422007228,5765407.904595329"
"1293583.3618970935,6148810.529333524"
"-2667088.606906394,3989921.719411057"
"391582.1265626079,5869679.921017128"
"5180996.667046789,-3611732.8490438256"
"597662.6857619362,-4857059.343320208"
"3473939.5981401186,3633149.4545256114"
"1975449.564398129,-5949963.990434045"
"-1951362.6727027863,5223491.713112317"
"-1943134.7331478938,5611438.3045435855"
"-2887027.292036124,3303113.6951014"
"-3724144.4990147264,3700430.677698771"
"831392.5927527448,-5150486.496261474"
"-1243792.6115459427,5387157.410958688"
"-2777272.845322495,4671273.982070019"
"-2056139.104006012,5564614.085902098"
"-2750154.7888072184,5090317.549039357"
"-2446916.3532802467,5065456.932081719"
"4745304.895772336,2843033.135818682"
"-2864378.2787994416,4717285.723944762"
"4224601.359261503,-4775698.186934362"
"-2011093.9925875028,5500539.861122872"
"-2046468.6952451766,5598111.12156038"
"-3135288.300346784,4173278.037369616"
"1674463.1782546542,5757276.041709945"
"3460631.4072413254,-4308775.37811784"
"2352021.6770411925,-5821457.931794805"
"6297084.79585846,749020.457251218"
"1234322.172033984,-4966656.7140679555"
"-3122670.0259152846,4086499.6565710567"
"4177636.278509878,855684.083870149"
"-5088827.966100108,464615.1894828831"
"1716171.3662096313,3047305.090540383"
"-2629671.0637589656,4880747.212707849"
"-2016717.4137330884,4980360.466481912"
"3375203.666390905,4405413.320764954"
"-2475813.14347169,4654426.179554455"
"-1623248.0696343423,6159240.421958852"
"-1205376.7138993447,-5829099.520521706"
"5366049.854205159,-696928.1939957339"
"3313646.512294786,2427816.953501798"
"-3963482.267186179,3360682.807534827"
"-2755662.4106157906,4668641.412415187"
"-2534365.087318039,4871604.2757939845"
"-1447890.967546086,4958403.467393495"
"-2879133.9322248837,4858164.978843084"
"3874885.696364318,-75754.70434009905"
"3047131.4615867184,4990474.869946532"
"-2131648.601872877,4723561.983274748"
"1342582.800425883,-4641209.362433541"
"-2106902.1684252326,5532463.5597364735"
"3917181.729389985,294438.11798965884"
"6301368.947537834,777428.6202423174"
"3275520.029214114,4746700.780903169"
"1232404.216144958,5476050.469790013"
"-1246103.7873724594,4096988.3451057374"
"3988777.6752126045,-4630250.163243602"
"4056690.2011991916,2891825.3749638777"
"-2896228.232410611,4827363.40365052"
"4245893.642854125,1584662.5460273363"
"-2553781.685093426,4431206.240018362"
"4423236.219946765,715615.7126463049"
"1520614.709579444,5804492.539175781"
"-2155290.536018133,5189492.451687428"
"-2923548.163588487,4794845.880412982"
"165540.92741587642,-4664149.57000084"
"4311196.979242549,1858630.7197211995"
"-3926858.2975737583,3461857.299530887"
"3971631.7399437753,1020975.7282761798"
"3866679.0808457443,2843476.4124635747"
"1941814.2251844842,5575629.55843447"
"-2101120.7067502155,5270482.513458474"
"46196.7255787353,5881828.841170297"
"2372591.329914795,-4904292.387602412"
"4026966.3464849275,-4248479.539995961"
"-1540840.9240920139,-5206129.165318008"
"-3943614.135006816,3350905.980070448"
"2916904.021071515,-4351745.825232837"
"5811734.541385873,2538685.7759445715"
"-2820231.6047324487,5010521.945571434"
"-2410490.3735493855,4575772.677136623"
"3589216.3858954674,4517650.323638951"
"-3555833.488655937,3887316.4379094793"
"1189428.6444138188,5455212.3452989515"
"-2698204.375142183,3640417.5166422282"
"-1394378.002295579,5552646.055725608"
"-2089526.1479975407,5550444.833724289"
"-2016698.3810784349,4621271.767837165"
"-2613445.1155435685,4063460.765409981"
"-2553031.6968108555,5010606.829048627"
"-2581218.9323968696,4650897.472546702"
"-1403559.9111318192,4833635.394075197"
"1642333.2841135669,-6043289.939733873"
"1025496.7576151376,5776549.719788183"
"1765602.231213612,5761822.163955167"
"-901504.1168292415,4885348.5495456485"
"-2741430.7408440625,4642271.712020408"
"2549455.9094289313,2462625.9731258475"
"300464.1798758807,-6180356.3058151435"
"-2666151.060426301,4647759.936257269"
"363089.11235939787,5827943.96871328"
"-2698683.828670077,3345793.869183002"
"-2393151.4691502065,4564725.938571442"
"-2160174.0852833358,5048164.69527629"
"2352540.094423254,2717226.202459583"
"-1010154.3990183605,5602531.5737112705"
"-3058434.988874761,4057206.814727658"
"-2731410.9257932752,4680754.9984690035"
"-2359251.4138194337,4743136.583274499"
"-1638420.1076712848,-3668452.6029797858"
"-1708493.7618816567,6044412.872515686"
"6245395.830211821,821268.3071336525"
"-2788971.4949566694,4817078.395317422"
"-627466.2865170426,5884081.821921155"
"-1441626.0804487632,5054171.046119194"
"3694395.37645268,4075779.7470577047"
"-1461073.1817643093,5516955.039190656"
"3988863.5073806797,-4964107.84270465"
"817921.6748134209,5704189.304801641"
"701784.4929019267,5726151.33713534"
"1748614.5972489743,3207186.045683566"
"4897524.059467002,4061196.8002910656"
"1516815.6844754787,-4511997.433284798"
"3314344.186254858,4075232.362723107"
"6079752.590160329,1420396.7805317172"
"4837312.395603667,3090783.688362823"
"2626581.278785502,-4668934.97950651"
"6309247.381177834,620239.2037125672"
"-2379478.237478978,5120482.81240017"
"5886985.518776442,-1844869.4327060059"
"3601597.594439067,4095170.6243286175"
"3792774.365345761,-416066.36310523865"
"797755.1068085278,-5451692.045858783"
"4475703.392115285,3702623.854790822"
"1385808.5190025591,5102769.804782189"
"1049395.4753297889,3516383.238785545"
"-2059610.8953189985,5975783.953546582"
"-1671508.9458506694,6125757.179354776"
"2456132.061276427,2939241.4780526925"
"-2255546.9127008016,5156608.697092208"
"-3291704.2650265833,4019286.0054907943"
"-2110588.674760751,4529370.680172097"
"4004749.5122732157,-4303188.059976904"
"-2086480.3774066952,5252190.432021671"
"-2155134.1592340018,5101445.148946996"
"-2084247.7013345172,4722206.505004044"
"-639715.0214765253,5971168.968988876"
"5885626.913622808,-1850898.5287146152"
"-2791307.834420945,4789907.061492071"
"5517065.48223865,3193064.307511334"
"-1383125.5346682114,-5805753.305097888"
"-2219192.613251277,5267485.743341907"
"1988502.019163994,-5678270.41511184"
"-1158885.8694455826,5588728.7564728"
"-2187049.067419924,5053972.199158123"
"1420802.2019055793,5247515.450796901"
"1389156.44782746,-6081615.8197630765"
"1165320.884581475,5520293.109414333"
"-2104679.0256389547,4846605.426964323"
"301528.5446913943,-6180010.555154316"
"-944512.4987630461,-5943274.962635638"
"5220597.49111333,1223278.5335265952"
"3337372.822338924,2772383.9139394644"
"-940306.4283923953,-5944314.227397119"
"1753926.2698752137,5760811.665533839"
"-2937132.431258819,4682408.137985066"
"3383366.115744915,3358948.324857709"
"2065688.580527401,3058673.1694412776"
"5270412.3464251645,-461407.2114034155"
"5046125.110625937,-529478.692985374"
"-2311149.8446440944,-4852442.657542127"
"-1817399.8785676633,5993762.859725004"
"1171586.7486103822,5604697.504375873"
"-1751445.6420795647,5079798.227310271"
"6291564.878165001,634636.5092284557"
"5988381.630581986,1687014.1795012136"
"-2800660.5535578,3305055.809369609"
"-1806445.5050457814,-4486748.739154446"
"886081.2555006768,5882058.8336823825"
"-2858971.1851944393,4729175.449042093"
"6023185.136208736,1619542.5124171793"
"-2218577.2559730643,5023680.008708052"
"-2645052.510585077,3804484.8197628427"
"4361712.665458724,3151556.2451924887"
"173756.75488212414,5889136.915220629"
"3997369.4230464376,487826.95422416826"
"-178709.64551448615,3568829.272407128"
"-2710861.973464855,4728856.751672908"
"4297734.163344312,-4015267.3459268357"
"289158.4456793381,-5146673.86519512"
"3479614.3725895034,3421126.9888561447"
"476509.35774576693,5839198.121551866"
"1276975.4299483146,3801763.4717042907"
"5830647.607037994,-1669543.7283271437"
"5038817.244891202,2671509.343810175"
"1098244.6737370533,-4943897.00028792"
"4560149.017044784,-4450498.125980989"
"210978.5972406379,-6144015.484510273"
"-2703111.460133177,4679247.815759301"
"2069.600932037925,-5223761.783161648"
"-3031027.211520817,4046501.9353148662"
"997242.3609366413,6034768.425376195"
"-1514264.0608996528,-3484181.8634495307"
"-2534764.8310588584,4502138.344556721"
"5032770.137822319,903724.7464637858"
"-2253744.9116457654,5184594.63596565"
"-2316891.6526140156,4994922.080632291"
"2215232.8095664736,-5876925.721713871"
"-3889437.9273671433,3164311.0961532276"
"3071168.8343084217,2505730.4430580516"
"1881631.8487354654,2815944.0334276687"
"-3259841.9479780677,4071699.6806347677"
"-1327120.555778367,4888526.59029936"
"-2455477.9093376407,4478840.430303595"
"-1831348.176976393,6065717.803796265"
"1019399.348673697,-5075542.311140718"
"1568093.4130668405,-6074431.348396723"
"1253801.8994416576,5341879.14574202"
"1245967.674330849,4513210.026884847"
"4841119.544152223,3080179.184657651"
"6297042.756224401,467951.11029546853"
"2639961.490910668,4288394.943190981"
"5104289.384383613,-3672534.099518385"
"6198608.004335444,228495.126365756"
"406052.62355311075,-6222957.540492504"
"-1544548.2697969957,6187161.632081717"
"4276346.482672106,2227709.5119424607"
"4720456.609999162,2863564.209137802"
"-2891228.4866210287,4785117.911640053"
"6227354.146832127,-1188460.7663675037"
"-2606584.4808579134,4171860.798456872"
"-2097849.0646864786,5043405.440694035"
"3782059.7523600906,2248534.2867517183"
"1646876.3915625284,4428317.165965559"
"6865.084702014863,-5524440.687564337"
"-1809972.0908546015,5998359.718575403"
"3006903.034723202,2956392.2218552954"
"1835238.5661088508,-5763966.3760113465"
"1549766.1674509728,5080757.514631351"
"1438743.48853129,6064136.969650767"
"-2108878.40927144,5511952.34964032"
"456428.5375668992,5631925.281220896"
"865378.8971424166,5884281.214855975"
"4581217.899765172,584128.9729994364"
"1938263.4753837863,-5805281.157922797"
"6308997.730230706,774647.5160437989"
"380971.7560058168,-5006569.862040522"
